question_id,question_content,topic_tags,difficulty,weight,answer,student_response
Q0565,Passage comprehension question 565 about tone,Tone,Hard,4,Sample correct answer 565,Sample student response 565
Q0566,Passage comprehension question 566 about main idea,Main Idea,Medium,5,Sample correct answer 566,Sample student response 566
Q0567,Passage comprehension question 567 about vocabulary,Vocabulary,Medium,1,Sample correct answer 567,Sample student response 567
Q0568,Passage comprehension question 568 about tone,Tone,Hard,2,Sample correct answer 568,Sample student response 568
Q0569,Passage comprehension question 569 about main idea,Main Idea,Medium,4,Sample correct answer 569,Sample student response 569
Q0570,Passage comprehension question 570 about vocabulary,Vocabulary,Hard,1,Sample correct answer 570,Sample student response 570
Q0571,Passage comprehension question 571 about main idea,Main Idea,Hard,4,Sample correct answer 571,Sample student response 571
Q0572,Passage comprehension question 572 about main idea,Main Idea,Easy,5,Sample correct answer 572,Sample student response 572
Q0573,Passage comprehension question 573 about inference,Inference,Hard,4,Sample correct answer 573,Sample student response 573
Q0574,Passage comprehension question 574 about tone,Tone,Medium,1,Sample correct answer 574,Sample student response 574
Q0575,Passage comprehension question 575 about main idea,Main Idea,Medium,2,Sample correct answer 575,Sample student response 575
Q0576,Passage comprehension question 576 about vocabulary,Vocabulary,Medium,4,Sample correct answer 576,Sample student response 576
Q0577,Passage comprehension question 577 about vocabulary,Vocabulary,Easy,2,Sample correct answer 577,Sample student response 577
Q0578,Passage comprehension question 578 about vocabulary,Vocabulary,Easy,3,Sample correct answer 578,Sample student response 578
Q0579,Passage comprehension question 579 about inference,Inference,Hard,5,Sample correct answer 579,Sample student response 579
Q0580,Passage comprehension question 580 about tone,Tone,Easy,3,Sample correct answer 580,Sample student response 580
Q0581,Passage comprehension question 581 about tone,Tone,Easy,5,Sample correct answer 581,Sample student response 581
Q0582,Passage comprehension question 582 about details,Details,Easy,2,Sample correct answer 582,Sample student response 582
Q0583,Passage comprehension question 583 about vocabulary,Vocabulary,Hard,5,Sample correct answer 583,Sample student response 583
Q0584,Passage comprehension question 584 about vocabulary,Vocabulary,Hard,4,Sample correct answer 584,Sample student response 584
Q0585,Passage comprehension question 585 about inference,Inference,Medium,3,Sample correct answer 585,Sample student response 585
Q0586,Passage comprehension question 586 about vocabulary,Vocabulary,Medium,5,Sample correct answer 586,Sample student response 586
Q0587,Passage comprehension question 587 about main idea,Main Idea,Hard,4,Sample correct answer 587,Sample student response 587
Q0588,Passage comprehension question 588 about vocabulary,Vocabulary,Hard,2,Sample correct answer 588,Sample student response 588
Q0589,Passage comprehension question 589 about main idea,Main Idea,Medium,2,Sample correct answer 589,Sample student response 589
Q0590,Passage comprehension question 590 about main idea,Main Idea,Hard,5,Sample correct answer 590,Sample student response 590
Q0591,Passage comprehension question 591 about details,Details,Medium,3,Sample correct answer 591,Sample student response 591
Q0592,Passage comprehension question 592 about details,Details,Hard,5,Sample correct answer 592,Sample student response 592
Q0593,Passage comprehension question 593 about details,Details,Easy,2,Sample correct answer 593,Sample student response 593
Q0594,Passage comprehension question 594 about tone,Tone,Easy,3,Sample correct answer 594,Sample student response 594
Q0595,Passage comprehension question 595 about inference,Inference,Hard,4,Sample correct answer 595,Sample student response 595
Q0596,Passage comprehension question 596 about main idea,Main Idea,Hard,1,Sample correct answer 596,Sample student response 596
Q0597,Passage comprehension question 597 about tone,Tone,Easy,3,Sample correct answer 597,Sample student response 597
Q0598,Passage comprehension question 598 about inference,Inference,Easy,3,Sample correct answer 598,Sample student response 598
Q0599,Passage comprehension question 599 about details,Details,Hard,2,Sample correct answer 599,Sample student response 599
Q0600,Passage comprehension question 600 about details,Details,Easy,2,Sample correct answer 600,Sample student response 600
Q0601,Passage comprehension question 601 about details,Details,Medium,1,Sample correct answer 601,Sample student response 601
Q0602,Passage comprehension question 602 about details,Details,Easy,4,Sample correct answer 602,Sample student response 602
Q0603,Passage comprehension question 603 about tone,Tone,Medium,2,Sample correct answer 603,Sample student response 603
Q0604,Passage comprehension question 604 about details,Details,Easy,3,Sample correct answer 604,Sample student response 604
Q0605,Passage comprehension question 605 about vocabulary,Vocabulary,Easy,3,Sample correct answer 605,Sample student response 605
Q0606,Passage comprehension question 606 about inference,Inference,Hard,3,Sample correct answer 606,Sample student response 606
Q0607,Passage comprehension question 607 about vocabulary,Vocabulary,Easy,1,Sample correct answer 607,Sample student response 607
Q0608,Passage comprehension question 608 about main idea,Main Idea,Medium,2,Sample correct answer 608,Sample student response 608
Q0609,Passage comprehension question 609 about details,Details,Medium,5,Sample correct answer 609,Sample student response 609
Q0610,Passage comprehension question 610 about inference,Inference,Easy,1,Sample correct answer 610,Sample student response 610
Q0611,Passage comprehension question 611 about main idea,Main Idea,Easy,2,Sample correct answer 611,Sample student response 611
Q0612,Passage comprehension question 612 about tone,Tone,Hard,5,Sample correct answer 612,Sample student response 612
Q0613,Passage comprehension question 613 about tone,Tone,Medium,1,Sample correct answer 613,Sample student response 613
Q0614,Passage comprehension question 614 about main idea,Main Idea,Easy,3,Sample correct answer 614,Sample student response 614
Q0615,Passage comprehension question 615 about inference,Inference,Easy,2,Sample correct answer 615,Sample student response 615
Q0616,Passage comprehension question 616 about details,Details,Hard,5,Sample correct answer 616,Sample student response 616
Q0617,Passage comprehension question 617 about details,Details,Easy,1,Sample correct answer 617,Sample student response 617
Q0618,Passage comprehension question 618 about details,Details,Hard,5,Sample correct answer 618,Sample student response 618
Q0619,Passage comprehension question 619 about inference,Inference,Hard,5,Sample correct answer 619,Sample student response 619
Q0620,Passage comprehension question 620 about tone,Tone,Easy,2,Sample correct answer 620,Sample student response 620
Q0621,Passage comprehension question 621 about main idea,Main Idea,Medium,1,Sample correct answer 621,Sample student response 621
Q0622,Passage comprehension question 622 about tone,Tone,Medium,2,Sample correct answer 622,Sample student response 622
Q0623,Passage comprehension question 623 about tone,Tone,Medium,2,Sample correct answer 623,Sample student response 623
Q0624,Passage comprehension question 624 about inference,Inference,Hard,3,Sample correct answer 624,Sample student response 624
Q0625,Passage comprehension question 625 about inference,Inference,Hard,5,Sample correct answer 625,Sample student response 625
Q0626,Passage comprehension question 626 about tone,Tone,Hard,5,Sample correct answer 626,Sample student response 626
Q0627,Passage comprehension question 627 about inference,Inference,Medium,4,Sample correct answer 627,Sample student response 627
Q0628,Passage comprehension question 628 about inference,Inference,Hard,4,Sample correct answer 628,Sample student response 628
Q0629,Passage comprehension question 629 about main idea,Main Idea,Medium,1,Sample correct answer 629,Sample student response 629
Q0630,Passage comprehension question 630 about main idea,Main Idea,Easy,3,Sample correct answer 630,Sample student response 630
Q0631,Passage comprehension question 631 about vocabulary,Vocabulary,Hard,1,Sample correct answer 631,Sample student response 631
Q0632,Passage comprehension question 632 about tone,Tone,Hard,3,Sample correct answer 632,Sample student response 632
Q0633,Passage comprehension question 633 about vocabulary,Vocabulary,Easy,3,Sample correct answer 633,Sample student response 633
Q0634,Passage comprehension question 634 about tone,Tone,Medium,2,Sample correct answer 634,Sample student response 634
Q0635,Passage comprehension question 635 about details,Details,Hard,4,Sample correct answer 635,Sample student response 635
Q0636,Passage comprehension question 636 about vocabulary,Vocabulary,Easy,1,Sample correct answer 636,Sample student response 636
Q0637,Passage comprehension question 637 about details,Details,Easy,3,Sample correct answer 637,Sample student response 637
Q0638,Passage comprehension question 638 about vocabulary,Vocabulary,Easy,2,Sample correct answer 638,Sample student response 638
Q0639,Passage comprehension question 639 about inference,Inference,Medium,3,Sample correct answer 639,Sample student response 639
Q0640,Passage comprehension question 640 about tone,Tone,Medium,5,Sample correct answer 640,Sample student response 640
Q0641,Passage comprehension question 641 about details,Details,Medium,1,Sample correct answer 641,Sample student response 641
Q0642,Passage comprehension question 642 about vocabulary,Vocabulary,Medium,3,Sample correct answer 642,Sample student response 642
Q0643,Passage comprehension question 643 about inference,Inference,Hard,3,Sample correct answer 643,Sample student response 643
Q0644,Passage comprehension question 644 about main idea,Main Idea,Easy,3,Sample correct answer 644,Sample student response 644
Q0645,Passage comprehension question 645 about details,Details,Medium,4,Sample correct answer 645,Sample student response 645
Q0646,Passage comprehension question 646 about details,Details,Medium,2,Sample correct answer 646,Sample student response 646
Q0647,Passage comprehension question 647 about details,Details,Hard,4,Sample correct answer 647,Sample student response 647
Q0648,Passage comprehension question 648 about main idea,Main Idea,Hard,3,Sample correct answer 648,Sample student response 648
Q0649,Passage comprehension question 649 about inference,Inference,Hard,4,Sample correct answer 649,Sample student response 649
Q0650,Passage comprehension question 650 about inference,Inference,Medium,5,Sample correct answer 650,Sample student response 650
Q0651,Passage comprehension question 651 about vocabulary,Vocabulary,Hard,3,Sample correct answer 651,Sample student response 651
Q0652,Passage comprehension question 652 about main idea,Main Idea,Easy,1,Sample correct answer 652,Sample student response 652
Q0653,Passage comprehension question 653 about main idea,Main Idea,Hard,3,Sample correct answer 653,Sample student response 653
Q0654,Passage comprehension question 654 about main idea,Main Idea,Medium,5,Sample correct answer 654,Sample student response 654
Q0655,Passage comprehension question 655 about details,Details,Easy,4,Sample correct answer 655,Sample student response 655
Q0656,Passage comprehension question 656 about main idea,Main Idea,Medium,1,Sample correct answer 656,Sample student response 656
Q0657,Passage comprehension question 657 about main idea,Main Idea,Hard,4,Sample correct answer 657,Sample student response 657
Q0658,Passage comprehension question 658 about main idea,Main Idea,Hard,1,Sample correct answer 658,Sample student response 658
Q0659,Passage comprehension question 659 about inference,Inference,Hard,4,Sample correct answer 659,Sample student response 659
Q0660,Passage comprehension question 660 about main idea,Main Idea,Hard,2,Sample correct answer 660,Sample student response 660
Q0661,Passage comprehension question 661 about inference,Inference,Easy,5,Sample correct answer 661,Sample student response 661
Q0662,Passage comprehension question 662 about details,Details,Easy,2,Sample correct answer 662,Sample student response 662
Q0663,Passage comprehension question 663 about inference,Inference,Easy,3,Sample correct answer 663,Sample student response 663
Q0664,Passage comprehension question 664 about main idea,Main Idea,Medium,5,Sample correct answer 664,Sample student response 664
Q0665,Passage comprehension question 665 about inference,Inference,Hard,2,Sample correct answer 665,Sample student response 665
Q0666,Passage comprehension question 666 about details,Details,Medium,3,Sample correct answer 666,Sample student response 666
Q0667,Passage comprehension question 667 about details,Details,Easy,5,Sample correct answer 667,Sample student response 667
Q0668,Passage comprehension question 668 about vocabulary,Vocabulary,Hard,3,Sample correct answer 668,Sample student response 668
Q0669,Passage comprehension question 669 about details,Details,Medium,3,Sample correct answer 669,Sample student response 669
Q0670,Passage comprehension question 670 about vocabulary,Vocabulary,Easy,1,Sample correct answer 670,Sample student response 670
Q0671,Passage comprehension question 671 about vocabulary,Vocabulary,Medium,5,Sample correct answer 671,Sample student response 671
Q0672,Passage comprehension question 672 about details,Details,Hard,1,Sample correct answer 672,Sample student response 672
Q0673,Passage comprehension question 673 about main idea,Main Idea,Medium,4,Sample correct answer 673,Sample student response 673
Q0674,Passage comprehension question 674 about vocabulary,Vocabulary,Hard,3,Sample correct answer 674,Sample student response 674
Q0675,Passage comprehension question 675 about details,Details,Easy,1,Sample correct answer 675,Sample student response 675
Q0676,Passage comprehension question 676 about vocabulary,Vocabulary,Easy,4,Sample correct answer 676,Sample student response 676
Q0677,Passage comprehension question 677 about vocabulary,Vocabulary,Hard,4,Sample correct answer 677,Sample student response 677
Q0678,Passage comprehension question 678 about inference,Inference,Hard,3,Sample correct answer 678,Sample student response 678
Q0679,Passage comprehension question 679 about main idea,Main Idea,Hard,1,Sample correct answer 679,Sample student response 679
Q0680,Passage comprehension question 680 about tone,Tone,Hard,3,Sample correct answer 680,Sample student response 680
Q0681,Passage comprehension question 681 about main idea,Main Idea,Easy,2,Sample correct answer 681,Sample student response 681
Q0682,Passage comprehension question 682 about main idea,Main Idea,Hard,2,Sample correct answer 682,Sample student response 682
Q0683,Passage comprehension question 683 about inference,Inference,Easy,2,Sample correct answer 683,Sample student response 683
Q0684,Passage comprehension question 684 about vocabulary,Vocabulary,Medium,1,Sample correct answer 684,Sample student response 684
Q0685,Passage comprehension question 685 about main idea,Main Idea,Hard,5,Sample correct answer 685,Sample student response 685
Q0686,Passage comprehension question 686 about main idea,Main Idea,Medium,5,Sample correct answer 686,Sample student response 686
Q0687,Passage comprehension question 687 about vocabulary,Vocabulary,Hard,1,Sample correct answer 687,Sample student response 687
Q0688,Passage comprehension question 688 about inference,Inference,Medium,4,Sample correct answer 688,Sample student response 688
Q0689,Passage comprehension question 689 about details,Details,Hard,4,Sample correct answer 689,Sample student response 689
Q0690,Passage comprehension question 690 about details,Details,Hard,1,Sample correct answer 690,Sample student response 690
Q0691,Passage comprehension question 691 about vocabulary,Vocabulary,Medium,1,Sample correct answer 691,Sample student response 691
Q0692,Passage comprehension question 692 about details,Details,Medium,5,Sample correct answer 692,Sample student response 692
Q0693,Passage comprehension question 693 about main idea,Main Idea,Easy,5,Sample correct answer 693,Sample student response 693
Q0694,Passage comprehension question 694 about tone,Tone,Easy,2,Sample correct answer 694,Sample student response 694
Q0695,Passage comprehension question 695 about details,Details,Hard,1,Sample correct answer 695,Sample student response 695
Q0696,Passage comprehension question 696 about inference,Inference,Hard,2,Sample correct answer 696,Sample student response 696
Q0697,Passage comprehension question 697 about main idea,Main Idea,Easy,2,Sample correct answer 697,Sample student response 697
Q0698,Passage comprehension question 698 about main idea,Main Idea,Hard,2,Sample correct answer 698,Sample student response 698
Q0699,Passage comprehension question 699 about main idea,Main Idea,Hard,3,Sample correct answer 699,Sample student response 699
Q0700,Passage comprehension question 700 about inference,Inference,Medium,2,Sample correct answer 700,Sample student response 700
Q0701,Passage comprehension question 701 about tone,Tone,Medium,2,Sample correct answer 701,Sample student response 701
Q0702,Passage comprehension question 702 about main idea,Main Idea,Hard,5,Sample correct answer 702,Sample student response 702
Q0703,Passage comprehension question 703 about inference,Inference,Hard,2,Sample correct answer 703,Sample student response 703
Q0704,Passage comprehension question 704 about tone,Tone,Hard,2,Sample correct answer 704,Sample student response 704
Q0705,Passage comprehension question 705 about vocabulary,Vocabulary,Hard,5,Sample correct answer 705,Sample student response 705
Q0706,Passage comprehension question 706 about tone,Tone,Medium,5,Sample correct answer 706,Sample student response 706
Q0707,Passage comprehension question 707 about inference,Inference,Easy,1,Sample correct answer 707,Sample student response 707
Q0708,Passage comprehension question 708 about inference,Inference,Hard,5,Sample correct answer 708,Sample student response 708
Q0709,Passage comprehension question 709 about main idea,Main Idea,Hard,2,Sample correct answer 709,Sample student response 709
Q0710,Passage comprehension question 710 about tone,Tone,Medium,5,Sample correct answer 710,Sample student response 710
Q0711,Passage comprehension question 711 about inference,Inference,Medium,5,Sample correct answer 711,Sample student response 711
Q0712,Passage comprehension question 712 about main idea,Main Idea,Hard,3,Sample correct answer 712,Sample student response 712
Q0713,Passage comprehension question 713 about details,Details,Easy,4,Sample correct answer 713,Sample student response 713
Q0714,Passage comprehension question 714 about main idea,Main Idea,Medium,1,Sample correct answer 714,Sample student response 714
Q0715,Passage comprehension question 715 about inference,Inference,Easy,4,Sample correct answer 715,Sample student response 715
Q0716,Passage comprehension question 716 about details,Details,Medium,4,Sample correct answer 716,Sample student response 716
Q0717,Passage comprehension question 717 about vocabulary,Vocabulary,Medium,5,Sample correct answer 717,Sample student response 717
Q0718,Passage comprehension question 718 about vocabulary,Vocabulary,Medium,3,Sample correct answer 718,Sample student response 718
Q0719,Passage comprehension question 719 about main idea,Main Idea,Medium,2,Sample correct answer 719,Sample student response 719
Q0720,Passage comprehension question 720 about main idea,Main Idea,Hard,5,Sample correct answer 720,Sample student response 720
Q0721,Passage comprehension question 721 about inference,Inference,Medium,2,Sample correct answer 721,Sample student response 721
Q0722,Passage comprehension question 722 about details,Details,Easy,3,Sample correct answer 722,Sample student response 722
Q0723,Passage comprehension question 723 about details,Details,Easy,2,Sample correct answer 723,Sample student response 723
Q0724,Passage comprehension question 724 about inference,Inference,Easy,3,Sample correct answer 724,Sample student response 724
Q0725,Passage comprehension question 725 about details,Details,Hard,4,Sample correct answer 725,Sample student response 725
Q0726,Passage comprehension question 726 about vocabulary,Vocabulary,Easy,3,Sample correct answer 726,Sample student response 726
Q0727,Passage comprehension question 727 about tone,Tone,Hard,3,Sample correct answer 727,Sample student response 727
Q0728,Passage comprehension question 728 about vocabulary,Vocabulary,Easy,4,Sample correct answer 728,Sample student response 728
Q0729,Passage comprehension question 729 about tone,Tone,Medium,4,Sample correct answer 729,Sample student response 729
Q0730,Passage comprehension question 730 about main idea,Main Idea,Medium,1,Sample correct answer 730,Sample student response 730
Q0731,Passage comprehension question 731 about inference,Inference,Medium,5,Sample correct answer 731,Sample student response 731
Q0732,Passage comprehension question 732 about details,Details,Easy,2,Sample correct answer 732,Sample student response 732
Q0733,Passage comprehension question 733 about tone,Tone,Medium,1,Sample correct answer 733,Sample student response 733
Q0734,Passage comprehension question 734 about inference,Inference,Medium,4,Sample correct answer 734,Sample student response 734
Q0735,Passage comprehension question 735 about tone,Tone,Hard,4,Sample correct answer 735,Sample student response 735
Q0736,Passage comprehension question 736 about main idea,Main Idea,Hard,1,Sample correct answer 736,Sample student response 736
Q0737,Passage comprehension question 737 about inference,Inference,Medium,2,Sample correct answer 737,Sample student response 737
Q0738,Passage comprehension question 738 about main idea,Main Idea,Hard,3,Sample correct answer 738,Sample student response 738
Q0739,Passage comprehension question 739 about details,Details,Medium,1,Sample correct answer 739,Sample student response 739
Q0740,Passage comprehension question 740 about details,Details,Easy,5,Sample correct answer 740,Sample student response 740
Q0741,Passage comprehension question 741 about tone,Tone,Easy,3,Sample correct answer 741,Sample student response 741
Q0742,Passage comprehension question 742 about tone,Tone,Medium,1,Sample correct answer 742,Sample student response 742
Q0743,Passage comprehension question 743 about details,Details,Hard,4,Sample correct answer 743,Sample student response 743
Q0744,Passage comprehension question 744 about tone,Tone,Medium,5,Sample correct answer 744,Sample student response 744
Q0745,Passage comprehension question 745 about tone,Tone,Easy,2,Sample correct answer 745,Sample student response 745
Q0746,Passage comprehension question 746 about inference,Inference,Medium,3,Sample correct answer 746,Sample student response 746
Q0747,Passage comprehension question 747 about main idea,Main Idea,Hard,3,Sample correct answer 747,Sample student response 747
Q0748,Passage comprehension question 748 about vocabulary,Vocabulary,Easy,5,Sample correct answer 748,Sample student response 748
Q0749,Passage comprehension question 749 about tone,Tone,Medium,5,Sample correct answer 749,Sample student response 749
Q0750,Passage comprehension question 750 about inference,Inference,Easy,1,Sample correct answer 750,Sample student response 750
Q0751,Passage comprehension question 751 about vocabulary,Vocabulary,Hard,3,Sample correct answer 751,Sample student response 751
Q0752,Passage comprehension question 752 about details,Details,Hard,4,Sample correct answer 752,Sample student response 752
Q0753,Passage comprehension question 753 about vocabulary,Vocabulary,Hard,5,Sample correct answer 753,Sample student response 753
Q0754,Passage comprehension question 754 about vocabulary,Vocabulary,Medium,5,Sample correct answer 754,Sample student response 754
Q0755,Passage comprehension question 755 about main idea,Main Idea,Easy,4,Sample correct answer 755,Sample student response 755
Q0756,Passage comprehension question 756 about tone,Tone,Hard,3,Sample correct answer 756,Sample student response 756
Q0757,Passage comprehension question 757 about tone,Tone,Medium,5,Sample correct answer 757,Sample student response 757
Q0758,Passage comprehension question 758 about tone,Tone,Hard,4,Sample correct answer 758,Sample student response 758
Q0759,Passage comprehension question 759 about tone,Tone,Medium,4,Sample correct answer 759,Sample student response 759
Q0760,Passage comprehension question 760 about inference,Inference,Medium,3,Sample correct answer 760,Sample student response 760
Q0761,Passage comprehension question 761 about inference,Inference,Medium,5,Sample correct answer 761,Sample student response 761
Q0762,Passage comprehension question 762 about main idea,Main Idea,Hard,1,Sample correct answer 762,Sample student response 762
Q0763,Passage comprehension question 763 about tone,Tone,Medium,3,Sample correct answer 763,Sample student response 763
Q0764,Passage comprehension question 764 about tone,Tone,Hard,2,Sample correct answer 764,Sample student response 764
Q0765,Passage comprehension question 765 about inference,Inference,Hard,4,Sample correct answer 765,Sample student response 765
Q0766,Passage comprehension question 766 about vocabulary,Vocabulary,Hard,5,Sample correct answer 766,Sample student response 766
Q0767,Passage comprehension question 767 about details,Details,Easy,2,Sample correct answer 767,Sample student response 767
Q0768,Passage comprehension question 768 about inference,Inference,Hard,1,Sample correct answer 768,Sample student response 768
Q0769,Passage comprehension question 769 about vocabulary,Vocabulary,Easy,4,Sample correct answer 769,Sample student response 769
Q0770,Passage comprehension question 770 about main idea,Main Idea,Medium,2,Sample correct answer 770,Sample student response 770
Q0771,Passage comprehension question 771 about details,Details,Hard,2,Sample correct answer 771,Sample student response 771
Q0772,Passage comprehension question 772 about details,Details,Hard,5,Sample correct answer 772,Sample student response 772
Q0773,Passage comprehension question 773 about details,Details,Hard,1,Sample correct answer 773,Sample student response 773
Q0774,Passage comprehension question 774 about vocabulary,Vocabulary,Hard,2,Sample correct answer 774,Sample student response 774
Q0775,Passage comprehension question 775 about tone,Tone,Medium,4,Sample correct answer 775,Sample student response 775
Q0776,Passage comprehension question 776 about tone,Tone,Medium,3,Sample correct answer 776,Sample student response 776
Q0777,Passage comprehension question 777 about vocabulary,Vocabulary,Medium,5,Sample correct answer 777,Sample student response 777
Q0778,Passage comprehension question 778 about main idea,Main Idea,Hard,3,Sample correct answer 778,Sample student response 778
Q0779,Passage comprehension question 779 about main idea,Main Idea,Hard,4,Sample correct answer 779,Sample student response 779
Q0780,Passage comprehension question 780 about vocabulary,Vocabulary,Easy,3,Sample correct answer 780,Sample student response 780
Q0781,Passage comprehension question 781 about tone,Tone,Medium,2,Sample correct answer 781,Sample student response 781
Q0782,Passage comprehension question 782 about main idea,Main Idea,Medium,2,Sample correct answer 782,Sample student response 782
Q0783,Passage comprehension question 783 about details,Details,Medium,4,Sample correct answer 783,Sample student response 783
Q0784,Passage comprehension question 784 about main idea,Main Idea,Hard,3,Sample correct answer 784,Sample student response 784
Q0785,Passage comprehension question 785 about main idea,Main Idea,Easy,5,Sample correct answer 785,Sample student response 785
Q0786,Passage comprehension question 786 about tone,Tone,Medium,4,Sample correct answer 786,Sample student response 786
Q0787,Passage comprehension question 787 about main idea,Main Idea,Easy,3,Sample correct answer 787,Sample student response 787
Q0788,Passage comprehension question 788 about inference,Inference,Medium,1,Sample correct answer 788,Sample student response 788
Q0789,Passage comprehension question 789 about main idea,Main Idea,Medium,3,Sample correct answer 789,Sample student response 789
Q0790,Passage comprehension question 790 about details,Details,Easy,2,Sample correct answer 790,Sample student response 790
Q0791,Passage comprehension question 791 about tone,Tone,Medium,5,Sample correct answer 791,Sample student response 791
Q0792,Passage comprehension question 792 about main idea,Main Idea,Easy,1,Sample correct answer 792,Sample student response 792
Q0793,Passage comprehension question 793 about tone,Tone,Hard,5,Sample correct answer 793,Sample student response 793
Q0794,Passage comprehension question 794 about vocabulary,Vocabulary,Easy,1,Sample correct answer 794,Sample student response 794
Q0795,Passage comprehension question 795 about tone,Tone,Easy,2,Sample correct answer 795,Sample student response 795
Q0796,Passage comprehension question 796 about inference,Inference,Easy,4,Sample correct answer 796,Sample student response 796
Q0797,Passage comprehension question 797 about main idea,Main Idea,Hard,4,Sample correct answer 797,Sample student response 797
Q0798,Passage comprehension question 798 about inference,Inference,Hard,2,Sample correct answer 798,Sample student response 798
Q0799,Passage comprehension question 799 about inference,Inference,Hard,2,Sample correct answer 799,Sample student response 799
Q0800,Passage comprehension question 800 about details,Details,Hard,4,Sample correct answer 800,Sample student response 800
Q0801,Passage comprehension question 801 about details,Details,Hard,2,Sample correct answer 801,Sample student response 801
Q0802,Passage comprehension question 802 about main idea,Main Idea,Medium,3,Sample correct answer 802,Sample student response 802
Q0803,Passage comprehension question 803 about inference,Inference,Easy,5,Sample correct answer 803,Sample student response 803
Q0804,Passage comprehension question 804 about vocabulary,Vocabulary,Hard,1,Sample correct answer 804,Sample student response 804
Q0805,Passage comprehension question 805 about vocabulary,Vocabulary,Medium,2,Sample correct answer 805,Sample student response 805
Q0806,Passage comprehension question 806 about inference,Inference,Medium,4,Sample correct answer 806,Sample student response 806
Q0807,Passage comprehension question 807 about vocabulary,Vocabulary,Hard,3,Sample correct answer 807,Sample student response 807
Q0808,Passage comprehension question 808 about inference,Inference,Easy,3,Sample correct answer 808,Sample student response 808
Q0809,Passage comprehension question 809 about tone,Tone,Hard,1,Sample correct answer 809,Sample student response 809
Q0810,Passage comprehension question 810 about main idea,Main Idea,Medium,4,Sample correct answer 810,Sample student response 810
Q0811,Passage comprehension question 811 about tone,Tone,Hard,4,Sample correct answer 811,Sample student response 811
Q0812,Passage comprehension question 812 about vocabulary,Vocabulary,Hard,4,Sample correct answer 812,Sample student response 812
Q0813,Passage comprehension question 813 about main idea,Main Idea,Easy,1,Sample correct answer 813,Sample student response 813
Q0814,Passage comprehension question 814 about main idea,Main Idea,Easy,4,Sample correct answer 814,Sample student response 814
Q0815,Passage comprehension question 815 about main idea,Main Idea,Hard,2,Sample correct answer 815,Sample student response 815
Q0816,Passage comprehension question 816 about inference,Inference,Hard,3,Sample correct answer 816,Sample student response 816
Q0817,Passage comprehension question 817 about main idea,Main Idea,Hard,2,Sample correct answer 817,Sample student response 817
Q0818,Passage comprehension question 818 about vocabulary,Vocabulary,Hard,4,Sample correct answer 818,Sample student response 818
Q0819,Passage comprehension question 819 about details,Details,Hard,3,Sample correct answer 819,Sample student response 819
Q0820,Passage comprehension question 820 about inference,Inference,Medium,1,Sample correct answer 820,Sample student response 820
Q0821,Passage comprehension question 821 about vocabulary,Vocabulary,Easy,4,Sample correct answer 821,Sample student response 821
Q0822,Passage comprehension question 822 about main idea,Main Idea,Easy,1,Sample correct answer 822,Sample student response 822
Q0823,Passage comprehension question 823 about main idea,Main Idea,Medium,2,Sample correct answer 823,Sample student response 823
Q0824,Passage comprehension question 824 about details,Details,Medium,3,Sample correct answer 824,Sample student response 824
Q0825,Passage comprehension question 825 about main idea,Main Idea,Hard,5,Sample correct answer 825,Sample student response 825
Q0826,Passage comprehension question 826 about inference,Inference,Medium,3,Sample correct answer 826,Sample student response 826
Q0827,Passage comprehension question 827 about vocabulary,Vocabulary,Easy,1,Sample correct answer 827,Sample student response 827
Q0828,Passage comprehension question 828 about details,Details,Medium,2,Sample correct answer 828,Sample student response 828
Q0829,Passage comprehension question 829 about details,Details,Hard,5,Sample correct answer 829,Sample student response 829
Q0830,Passage comprehension question 830 about main idea,Main Idea,Hard,1,Sample correct answer 830,Sample student response 830
Q0831,Passage comprehension question 831 about main idea,Main Idea,Medium,5,Sample correct answer 831,Sample student response 831
Q0832,Passage comprehension question 832 about vocabulary,Vocabulary,Easy,2,Sample correct answer 832,Sample student response 832
Q0833,Passage comprehension question 833 about details,Details,Easy,4,Sample correct answer 833,Sample student response 833
Q0834,Passage comprehension question 834 about tone,Tone,Medium,4,Sample correct answer 834,Sample student response 834
Q0835,Passage comprehension question 835 about tone,Tone,Medium,5,Sample correct answer 835,Sample student response 835
Q0836,Passage comprehension question 836 about vocabulary,Vocabulary,Easy,5,Sample correct answer 836,Sample student response 836
Q0837,Passage comprehension question 837 about inference,Inference,Hard,4,Sample correct answer 837,Sample student response 837
Q0838,Passage comprehension question 838 about tone,Tone,Hard,3,Sample correct answer 838,Sample student response 838
Q0839,Passage comprehension question 839 about inference,Inference,Hard,1,Sample correct answer 839,Sample student response 839
Q0840,Passage comprehension question 840 about inference,Inference,Hard,5,Sample correct answer 840,Sample student response 840
Q0841,Passage comprehension question 841 about vocabulary,Vocabulary,Hard,5,Sample correct answer 841,Sample student response 841
Q0842,Passage comprehension question 842 about vocabulary,Vocabulary,Easy,3,Sample correct answer 842,Sample student response 842
Q0843,Passage comprehension question 843 about tone,Tone,Medium,1,Sample correct answer 843,Sample student response 843
Q0844,Passage comprehension question 844 about vocabulary,Vocabulary,Hard,5,Sample correct answer 844,Sample student response 844
Q0845,Passage comprehension question 845 about details,Details,Easy,5,Sample correct answer 845,Sample student response 845
Q0846,Passage comprehension question 846 about details,Details,Easy,4,Sample correct answer 846,Sample student response 846
